"";"Category";"Description";"Nutrient_Bank_Number";"Carbohydrate";"Choline";"Niacin";"Protein";"Riboflavin";"Selenium";"Sugar_Total";"Thiamin";"Water";"Fat__Monosaturated_Fat";"Fat__Polysaturated_Fat";"Fat__Saturated_Fat";"Fat__Total_Lipid";"Minerals__Calcium";"Minerals__Copper";"Minerals__Iron";"Minerals__Magnesium";"Minerals__Phosphorus";"Minerals__Potassium";"Minerals__Sodium";"Minerals__Zinc";"Vitamins__Vitamin_A";"Vitamins__Vitamin_B6";"Vitamins__Vitamin_E";"Vitamins__Vitamin_K"
"700";"Wheat germ";"Wheat germ, plain";57412000;49,6;178,6;5,59;29,1;0,82;65;7,8;1,67;5,6;1,5;6,62;1,83;10,7;45;0,62;9,09;320;1146;947;4;16,67;5;0,978;15,99;4
"701";"Truffles";"Truffles";91760500;49,64;41,1;0,33;6,78;0,275;4,2;43,11;0,096;10,06;7,819;1,447;20,008;31,91;167;0,409;1,96;53;181;323;86;1,94;126;0,035;0,62;5,4
"702";"Nutritional powder mix";"Nutritional powder mix, high protein (Slim Fast)";95210020;50;3,4;38,442;27,87;0,654;67,5;20,59;1,499;5,4;8,93;1,049;1,333;13,46;1039;0,769;24,84;473;563;752;495;17,29;865;2,307;51,92;0,1
"703";"Sesame Crunch";"Sesame Crunch, Sahadi";91742010;50,3;16,7;3,703;11,6;0,159;4;31,17;0,444;2,2;12,571;14,591;4,662;33,3;639;0,95;4,27;251;412;307;167;3,76;0;0,491;0,16;0
"704";"Nutrition bar (Snickers Marathon Protein Bar)";"Nutrition bar (Snickers Marathon Protein Bar)";53720500;50,5;1,7;25;25;2,125;3,9;28,75;1,875;9;2,645;2,892;6,25;12,5;625;0,977;10,13;175;375;188;238;6,56;652;2,5;16,88;10,4
"705";"Milk";"Milk, dry, not reconstituted, low fat (1%)";11812000;51,46;167,7;0,942;35,8;1,535;27;51,46;0,411;3,13;0,482;0,066;1,107;1,75;1245;0,041;0,32;109;958;1776;530;4,04;655;0,357;0,03;0,2
"706";"Popcorn";"Popcorn, ready-to-eat packaged, cheese flavored";54403087;51,6;15,3;1,453;9,3;0,241;12;0,79;0,124;2,5;9,7;15,37;6,41;33,2;113;0,14;2,24;91;361;261;889;2,01;8;0,235;3,82;8,2
"707";"Popcorn";"Popcorn, ready-to-eat packaged, other flavored";54403092;51,6;15,3;1,453;9,3;0,241;12;0,79;0,124;2,5;9,7;15,37;6,41;33,2;113;0,14;2,24;91;361;261;889;2,01;8;0,235;3,82;8,2
"708";"Coconut";"Coconut, packaged";42106020;51,85;19,3;0,697;3,13;0,015;16,1;36,75;0,015;15,46;1,377;0,222;26,396;27,99;11;0,295;1,51;51;100;361;285;0,71;0;0,03;0;0
"709";"Crackers";"Crackers, wonton";54336100;51,9;8,1;2,52;10,33;0,112;32,1;0,25;0,195;4,93;7,617;16,949;4,931;31,72;21;0,122;1,76;21;87;89;378;0,63;0;0,027;3,29;6,3
"710";"Noodles";"Noodles, chow mein";56116000;51,9;8,1;2,52;10,33;0,112;32,1;0,25;0,195;4,93;7,617;16,949;4,931;31,72;21;0,122;1,76;21;87;89;378;0,63;0;0,027;3,29;6,3
"711";"Milk";"Milk, dry, not reconstituted, NS as to fat content";11810000;51,98;169,2;0,951;36,16;1,55;27,3;51,98;0,415;3,16;0,2;0,03;0,499;0,77;1257;0,041;0,32;110;968;1794;535;4,08;653;0,361;0;0,1
"712";"Milk";"Milk, dry, not reconstituted, fat free (skim)";11813000;51,98;169,2;0,951;36,16;1,55;27,3;51,98;0,415;3,16;0,2;0,03;0,499;0,77;1257;0,041;0,32;110;968;1794;535;4,08;653;0,361;0;0,1
"713";"Seaweed";"Seaweed, dried";75232000;52,39;64,6;6,511;31,84;1,946;7,3;3,04;1,195;6,68;0,351;1,091;1,356;4,01;372;3,355;24,95;482;85;1244;575;3,9;14;0,334;5;25
"714";"Chocolate";"Chocolate, milk, with nuts, not almond or peanuts";91705040;52,5;46,6;0,579;8,64;0,271;4,8;43,03;0,182;1,86;12,719;3,371;16,365;35,06;169;0,711;2,72;84;234;404;66;2,64;49;0,091;1,46;7,8
"715";"Potato sticks";"Potato sticks, flavored";71205030;52,77;34,6;4,738;6,63;0,115;8;0,22;0,095;2,18;6,099;17,723;8,792;34,06;18;0,312;2,25;63;170;1225;1010;0,98;0;0,317;9,02;21,9
"716";"Potato sticks";"Potato sticks, fry shaped";71205040;52,77;34,6;4,738;6,63;0,115;8;0,22;0,095;2,18;6,099;17,723;8,792;34,06;18;0,312;2,25;63;170;1225;1010;0,98;0;0,317;9,02;21,9
"717";"Cookie";"Cookie, with peanut butter filling, chocolate-coated";53235500;52,9;17,5;4,5;8,1;0,09;7,3;30,9;0,14;1,8;8,4;6,3;19,2;35,3;35;0,585;2,1;17;37;217;371;0,2;0;0,102;4,32;4,7
"718";"Soy chips";"Soy chips";41410015;53,15;110,9;2,978;26,5;0,349;12,1;1,8;0,333;8,5;1,661;4,018;1,102;7,35;171;2,456;5,2;170;7;7;842;1,5;0;0,513;1,01;11,9
"719";"Coconut cream";"Coconut cream, canned, sweetened";42402010;53,21;6,6;0,038;1,17;0,04;5,5;51,5;0,022;28,97;0,679;0,159;15,472;16,31;4;0,236;0,13;17;22;101;36;0,6;0;0,029;0,13;0,1
"720";"Potato sticks";"Potato sticks, plain";71205020;53,3;34,9;4,785;6,7;0,116;8,1;0,22;0,096;2,2;6,16;17,9;8,88;34,4;18;0,315;2,27;64;172;1237;633;0,99;0;0,32;9,11;22,1
"721";"Popcorn";"Popcorn, ready-to-eat packaged, NFS";54403080;53,38;14,6;1,584;8,88;0,057;0;0,6;0,071;2,29;8,763;17,672;4,245;32,53;6;0,18;2,19;99;246;226;764;2,11;7;0,108;4,4;1,4
"722";"Popcorn";"Popcorn, ready-to-eat packaged, butter flavored";54403085;53,38;14,6;1,584;8,88;0,057;0;0,6;0,071;2,29;8,763;17,672;4,245;32,53;6;0,18;2,19;99;246;226;764;2,11;7;0,108;4,4;1,4
"723";"Cereal or granola bar";"Cereal or granola bar, coated with non-chocolate coating";53714250;53,4;24,7;3,29;10,2;0,21;13,1;23,74;0,1;3,2;6,54;1,9;17,01;31,1;108;0,323;1,45;67;227;339;193;1,47;5;0,106;4,17;13,2
"724";"Milk chocolate candy";"Milk chocolate candy, with almonds";91705060;53,4;46,8;0,742;9;0,435;4;43,9;0,06;1,5;11,96;3,019;17,701;34,4;224;0,422;1,63;90;264;444;74;1,34;52;0,045;3,14;5,1
"725";"Potato chips";"Potato chips, lightly salted";71202500;53,43;12,1;5,465;6,71;0,173;7,8;0,34;0,158;1,35;14,908;12,391;5,479;35,32;24;0,298;1,43;62;148;1301;264;1,51;0;0,65;7,7;22,1
"726";"Potato chips";"Potato chips, restructured, lightly salted";71202510;53,43;12,1;5,465;6,71;0,173;7,8;0,34;0,158;1,35;14,908;12,391;5,479;35,32;24;0,298;1,43;62;148;1301;264;1,51;0;0,65;7,7;22,1
"727";"Cheese flavored corn snacks";"Cheese flavored corn snacks";54401055;53,53;11,6;4,706;5,85;0,159;8,1;3,19;0,16;1,57;10,052;17,821;5,36;36,01;56;0,032;2,53;17;133;182;942;0,4;0;0,079;4,18;1,3
"728";"Cheese flavored corn snacks (Cheetos)";"Cheese flavored corn snacks (Cheetos)";54401081;53,53;11,6;4,706;5,85;0,159;8,1;3,19;0,16;1,57;10,052;17,821;5,36;36,01;56;0,032;2,53;17;133;182;942;0,4;0;0,079;4,18;1,3
"729";"Chocolate";"Chocolate, white, with almonds";91705410;53,59;32,9;1,176;8,16;0,41;4,4;50,8;0,084;1,77;12,465;2,71;17,07;34,77;210;0,206;0,76;51;222;353;77;1,1;8;0,068;4,66;7,7
"730";"Potato chips";"Potato chips, NFS";71200010;53,83;12,1;4,762;6,39;0,088;2,5;0,33;0,213;1,86;18,963;8,282;3,4;33,98;21;0,234;1,28;63;153;1196;527;1,09;0;0,531;10,45;22,1
"731";"Potato chips";"Potato chips, plain";71200100;53,83;12,1;4,762;6,39;0,088;2,5;0,33;0,213;1,86;18,963;8,282;3,4;33,98;21;0,234;1,28;63;153;1196;527;1,09;0;0,531;10,45;22,1
"732";"Potato chips";"Potato chips, ruffled, plain";71200200;53,83;12,1;4,762;6,39;0,088;2,5;0,33;0,213;1,86;18,963;8,282;3,4;33,98;21;0,234;1,28;63;153;1196;527;1,09;0;0,531;10,45;22,1
"733";"Granola";"Granola, homemade";57228000;53,88;49,2;2,739;13,67;0,354;25,4;19,8;0,548;5,84;10,951;7,809;3,957;24,31;76;0,647;3,95;168;431;539;26;4,17;1;0,37;11,1;5,3
"734";"Cereal or granola bar with nuts";"Cereal or granola bar with nuts, chocolate coated";53714220;54,1;24,7;3,29;9,6;0,21;15,7;23,63;0,1;3,2;6,561;1,906;17,065;31,2;108;0,323;1,45;67;227;339;193;1,47;8;0,11;4,59;5,7
"735";"TWIX Peanut Butter Cookie Bars";"TWIX Peanut Butter Cookie Bars";91703300;54,14;29,4;2,379;9,18;0,145;12,9;36,13;0,098;1,82;12,317;3,407;15,758;32,67;75;0,29;1,32;61;173;264;226;1,61;20;0,114;3,42;6
"736";"Chocolate";"Chocolate, milk, with peanuts";91705070;54,34;47,4;3,44;10,22;0,14;0;47,22;0,14;0,45;8,203;4,366;14,13;33,21;110;0,17;1,39;47;163;394;41;0,93;35;0,07;3,17;3,6
"737";"Milk";"Milk, condensed, sweetened";11220000;54,4;89,1;0,21;7,91;0,416;14,8;54,4;0,09;27,16;2,427;0,337;5,486;8,7;284;0,015;0,19;26;253;371;127;0,94;74;0,051;0,16;0,6
"738";"Potato chips";"Potato chips, restructured, flavored";71200310;55,05;32,6;2,637;4,59;0,07;0,4;0,76;0,209;2,36;6,103;15,41;8,591;35,07;17;0,135;0,8;40;109;633;757;0,58;0;0,49;13,64;7,2
"739";"Cereal or granola bar";"Cereal or granola bar, with coconut, chocolate coated";53714210;55,2;12,8;0,42;5,2;0,08;16,4;34,27;0,14;6,1;4,97;3,1;22,72;32,2;42;0,319;1,75;56;154;254;152;1,17;0;0,12;0,3;1,4
"740";"Potato chips";"Potato chips, restructured, plain";71200300;55,21;32,7;2,645;4,61;0,07;0,4;0,76;0,209;2,36;6,122;15,456;8,617;35,17;17;0,136;0,8;40;110;635;643;0,58;0;0,492;13,68;7,2
"741";"Espresso coffee beans";"Espresso coffee beans, chocolate-covered";91703600;55,25;40,5;0,332;7,41;0,315;4,3;50,75;0,098;2,42;13,735;1,31;18,138;33,18;169;0,492;2,29;64;188;413;70;2,02;51;0,031;0,44;5,4
"742";"Milk dessert or milk candy";"Milk dessert or milk candy, Puerto Rican style";13252200;55,35;89,1;0,21;6,84;0,405;2,7;49,74;0,016;28,71;2,143;0,375;4,534;7,35;251;0,004;0,17;22;193;350;129;0,79;74;0,016;0,2;1,3
"743";"Reese's Peanut Butter Cup";"Reese's Peanut Butter Cup";91734100;55,36;35,4;4,49;10,24;0,11;1,4;47,17;0,16;1,44;13,1;5,5;10,73;30,53;78;0,24;1,21;62;161;343;357;1,28;17;0,1;0,15;2
"744";"Sun-dried tomatoes";"Sun-dried tomatoes";74206000;55,76;104,6;9,05;14,11;0,489;5,5;37,59;0,528;14,56;0,487;1,115;0,426;2,97;110;1,423;9,09;194;356;3427;107;1,99;44;0,332;0,01;43
"745";"Coconut candy";"Coconut candy, no chocolate covering";91706100;55,87;10;0,445;2,13;0,021;8,6;36,16;0,069;13,26;0,328;0,084;25,54;27,65;43;0,36;0,77;27;93;294;128;1,02;0;0,045;0,2;0,1
"746";"Potato chips";"Potato chips, barbecue flavored";71200110;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"747";"Potato chips";"Potato chips, sour cream and onion flavored";71200120;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"748";"Potato chips";"Potato chips, cheese flavored";71200130;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"749";"Potato chips";"Potato chips, other flavored";71200140;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"750";"Potato chips";"Potato chips, ruffled, barbecue flavored";71200210;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"751";"Potato chips";"Potato chips, ruffled, sour cream and onion flavored";71200220;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"752";"Potato chips";"Potato chips, ruffled, cheese flavored";71200230;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"753";"Potato chips";"Potato chips, ruffled, other flavored";71200240;55,92;11,5;4,957;6,51;0,119;0,4;5,47;0,221;2,48;13,221;12,207;4,002;31,06;32;0,247;1,36;58;145;1186;545;0,98;20;0,375;4,42;16,1
"754";"TWIX Chocolate Fudge Cookie Bars";"TWIX Chocolate Fudge Cookie Bars";91703250;56;20,9;1,11;7,3;0,2;7;53;0,14;2,2;14,319;12,521;4,962;33,3;130;0,293;1,31;46;147;309;266;0,92;9;0,04;2,71;18,6
"755";"Carob chips";"Carob chips";44201000;56,29;19;1,04;8,15;0,178;5,2;34,11;0,1;1,54;0,483;0,295;29,018;31,36;303;0,183;1,29;36;126;633;107;3,53;1;0,13;1,57;7,7
"756";"Nutrition bar (Tiger's Milk)";"Nutrition bar (Tiger's Milk)";53720700;56,46;42,3;4,039;16,8;0,319;5,9;36,4;1,47;10,28;7,907;3,678;2,073;14,29;429;0,269;10,28;336;560;294;168;1,44;1;1,68;2,48;4,6
"757";"Chocolate";"Chocolate, sweet or dark, with almonds";91705310;56,48;29,8;1,008;6,55;0,15;3,6;42,34;0,042;1,31;11,778;2,127;17,612;33,81;76;1,072;7,73;163;238;583;21;2,2;2;0,05;2,83;7,3
"758";"Sweet potato chips";"Sweet potato chips";73410210;56,54;36,4;2,078;2,92;0,16;2,1;8,78;0,088;4,49;9,109;12,163;2,926;32,19;59;0,41;2,11;65;144;920;227;0,53;1178;0,532;9,77;24,4
"759";"Corn chips";"Corn chips, flavored";54401026;56,7;12;0,834;6,11;0,077;7,5;0,27;0,047;1,06;9,317;16,817;4,416;34,02;137;0,1;1,19;71;192;143;509;1,28;3;0,165;7,3;6,3
"760";"Corn chips";"Corn chips, reduced sodium";54401090;56,75;14;0,604;6,84;0,129;9,1;0,41;0,094;1,12;9,265;17,296;4,396;33,63;126;0,091;1,16;70;206;164;295;1,08;3;0,149;7,03;10,2
"761";"Corn chips";"Corn chips, plain";54401021;56,82;12;0,835;6,12;0,077;7,5;0,27;0,047;1,06;9,062;16,308;4,297;33,1;137;0,1;1,19;71;192;143;817;1,28;3;0,166;7,17;6,2
"762";"M&M's Peanut Butter Chocolate Candies";"M&M's Peanut Butter Chocolate Candies";91731060;56,89;37,5;4,329;10,16;0,074;2,8;47,15;0,152;2;4,448;0,542;18,485;29,32;88;0,452;1,06;81;191;330;213;1,49;28;0,095;1,26;5,9
"763";"Corn chips";"Corn chips, flavored (Fritos)";54401035;56,98;12;0,838;6,14;0,078;7,6;0,27;0,047;1,07;9,089;16,356;4,309;33,19;138;0,1;1,19;72;193;143;704;1,28;3;0,166;7,19;6,3
"764";"Topping";"Topping, butterscotch or caramel";91304010;57,01;6,6;0;1,21;0;1,3;57;0;40,63;0;0;0;0;49;0;0;5;39;66;341;0;19;0;0,05;0
"765";"Caramel dip";"Caramel dip, light";91306025;57,01;6,6;0;1,21;0;1,3;57;0;40,63;0;0;0;0;49;0;0;5;39;66;341;0;19;0;0,05;0
"766";"Corn chips";"Corn chips, plain (Fritos)";54401031;57,27;12,1;0,842;6,17;0,078;7,6;0,27;0,047;1,07;9,134;16,438;4,331;33,36;138;0,101;1,2;72;194;144;514;1,29;3;0,167;7,23;6,3
"767";"Halvah";"Halvah, plain";91716010;57,36;10;2,262;7,98;0,045;13,7;53,08;0,273;1,47;10,754;14,093;5,603;32,04;24;0,55;2,51;135;260;145;19;2,63;1;0,156;3,48;2
"768";"Cocoa powder";"Cocoa powder, not reconstituted";11830150;57,9;12;2,185;19,6;0,241;14,3;1,75;0,078;3;4,57;0,44;8,07;13,7;128;3,788;13,86;499;734;1524;21;6,81;0;0,118;0,1;2,5
"769";"Halvah";"Halvah, chocolate covered";91716110;57,93;20,1;1,737;7,88;0,116;11,1;52,64;0,228;1,48;9,755;10,532;9,217;31,38;70;0,533;2,46;115;246;209;36;2,54;17;0,122;2,65;3
"770";"Date candy";"Date candy";91708010;58,1;17,7;0,787;4,23;0,091;1,7;46,5;0,216;18,19;10,079;5,416;1,583;18,04;79;0,462;1,71;61;117;540;22;1,41;1;0,141;0,48;5,9
"771";"Banana chips";"Banana chips";62107200;58,4;21,3;0,71;2,3;0,017;1,5;35,34;0,085;4,3;1,95;0,63;28,97;33,6;18;0,205;1,25;76;56;536;6;0,75;4;0,26;0,24;1,3
"772";"Nutritional powder mix (Kellogg's Special K20 Protein Water)";"Nutritional powder mix (Kellogg's Special K20 Protein Water)";95201700;58,4;76,7;27,65;35,2;0;0;2;0;3,95;0,146;0,4;0,236;0,6;115;0;2;7;69;490;280;0;2;2,8;0;0
"773";"Peanut butter";"Peanut butter, chocolate covered";91734000;58,48;38,2;4,79;10,55;0,177;3,2;51,64;0,088;0,94;11,405;4,787;10,013;28,36;84;0,321;1,44;81;191;328;178;1,7;21;0,168;3,37;2,1
"774";"Tea";"Tea, iced, instant, black, unsweetened, dry";92307000;58,66;118,3;10,8;20,21;0,985;5,3;5,53;0;5,09;0;0;0;0;118;0,55;2,26;272;239;6040;72;1,69;0;0,356;0;0
"775";"Coconut candy";"Coconut candy, chocolate covered";91706000;58,88;11,8;0,277;4,6;0,058;6,6;46,19;0,049;9,05;0,39;0,14;20,58;26,6;21;0,4;2,09;55;91;321;145;1,1;0;0,09;0,19;1,6
"776";"Vegetable chips";"Vegetable chips";71220000;59,2;29,5;2,268;4,72;0,095;2,1;6,9;0,18;5,42;14,988;6,766;1,824;26,56;66;0,332;1,6;70;164;1052;329;0,82;53;0,538;6,5;31
"777";"Chocolate";"Chocolate, white";91705400;59,24;29,5;0,745;5,87;0,282;4,5;59;0,063;1,3;9,097;1,013;19,412;32,09;199;0,06;0,24;12;176;286;90;0,74;9;0,056;0,96;9,1
"778";"Coffee creamer";"Coffee creamer, powder";12210400;59,29;2,3;0;2,48;0;0;7,77;0;2,98;9,796;0,408;19,146;32,92;2;0,018;0,26;1;288;669;124;0,07;0;0;1,26;1,7
"779";"Coffee creamer";"Coffee creamer,powder, sugar free, flavored";12210505;59,29;2,3;0;2,48;0;0;7,77;0;2,98;9,796;0,408;19,146;32,92;2;0,018;0,26;1;288;669;124;0,07;0;0;1,26;1,7
"780";"Milk chocolate candy";"Milk chocolate candy, plain";91705010;59,4;46,1;0,386;7,65;0,298;4,5;51,5;0,112;1,5;7,186;1,376;18,509;29,66;189;0,491;2,35;63;208;372;79;2,3;59;0,036;0,51;5,7
"781";"Potato chips";"Potato chips, unsalted";71202000;59,66;46,7;6,16;6,25;0,238;7,1;0,19;0,185;0,88;7,533;16,188;5,215;30,3;18;0,306;1,19;78;170;1535;7;0,89;0;0,59;6,53;11,9
"782";"Milk chocolate candy";"Milk chocolate candy, with cereal";91705020;59,67;45,8;0,672;7,64;0,323;4,6;51,06;0,131;1,52;8,64;0,78;15,89;29,37;187;0,488;2,65;62;207;370;86;2,29;65;0,055;0,5;5,7
"783";"Chocolate";"Chocolate, white, with cereal";91705420;59,67;45,8;0,672;7,64;0,323;4,6;51,06;0,131;1,52;8,64;0,78;15,89;29,37;187;0,488;2,65;62;207;370;86;2,29;65;0,055;0,5;5,7
"784";"Reese's Pieces";"Reese's Pieces";91734200;59,86;28,7;6,06;12,46;0,22;0,8;53,25;0,18;1;4,46;1,88;16,42;24,77;69;0,41;0,49;88;207;359;194;1,15;0;0,11;0,99;5,9
"785";"Papad";"Papad, grilled or broiled";41311000;59,87;0,4;1,472;25,56;0,258;8,3;0;0,277;3,49;0,532;1,148;1,084;3,25;143;0,998;7,8;271;385;1000;1745;3,4;13;0,285;0,05;0,4
"786";"Coffee";"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted";92193020;59,94;0,7;0,188;1,96;0;0,9;59;0;6,16;1,705;0,576;25,128;29,1;18;0,011;0,06;2;135;909;0;0,02;1;0;0,26;3,8
"787";"Milk chocolate candy";"Milk chocolate candy, with fruit and nuts";91705050;59,98;36,8;1,448;7,58;0,233;3,6;51,48;0,086;6,45;7,787;2,123;13,211;24,38;125;0,428;1,59;69;190;494;47;1,61;38;0,073;1,53;4,2
"788";"Chocolate";"Chocolate, sweet or dark";91705300;60,18;28,8;0,708;4,5;0,146;3,2;48,81;0,023;0,75;10,51;1,048;19,536;33,2;40;0,825;5,44;132;180;429;20;1,8;1;0,042;0,4;7,2
"789";"Nutrition bar (Slim Fast Original Meal Bar)";"Nutrition bar (Slim Fast Original Meal Bar)";53720400;60,21;40,6;21,2;16,19;1,9;46,7;25;1,7;10,87;2,428;1,132;5,36;8,92;668;0,284;4,98;250;673;289;253;5,73;940;2,1;6;129,3
"790";"Nutrition bar (South Beach Living Meal Bar)";"Nutrition bar (South Beach Living Meal Bar)";53720600;60,21;40,6;21,2;16,19;1,9;46,7;25;1,7;10,87;2,428;1,132;5,36;8,92;668;0,284;4,98;250;673;289;253;5,73;940;2,1;6;129,3
"791";"M&M's Peanut Chocolate Candies";"M&M's Peanut Chocolate Candies";91731010;60,48;37,3;3,362;9,57;0,106;4,1;50,75;0,063;2,48;8,086;3,456;10,169;26,13;102;0,505;1,16;69;190;347;50;1,76;22;0,09;2,85;3
"792";"M&M's Almond Chocolate Candies";"M&M's Almond Chocolate Candies";91700500;60,5;37,7;0,952;7,53;0,324;2,7;49,22;0,11;2,52;11,29;3,753;9,435;27,76;155;0,552;1,73;116;203;381;45;1,86;24;0,055;9,52;2
"793";"Popcorn";"Popcorn, ready-to-eat-packaged, kettle corn";54403089;61,01;9;0,977;5,48;0,04;0,2;28,52;0,044;1,42;8,181;16,405;3,922;30,22;4;0,113;1,36;61;151;140;495;1,31;4;0,066;4,16;1
"794";"Toblerone";"Toblerone, milk chocolate with honey and almond nougat";91703150;61,21;60,5;0,353;5,71;0,237;3,6;55,74;0,076;3,28;3,744;3,234;17,143;28,57;126;0,34;1,6;47;145;260;54;1,53;37;0,027;1,77;19,4
"795";"Cookie";"Cookie, coconut";53215500;61,22;9,1;0,22;3,02;0,06;6,8;45,16;0,02;11,5;1,61;0,81;20,099;22,55;5;0,269;0,82;29;68;123;241;0,73;0;0,096;0,19;1,1
"796";"Cookie";"Cookie, macaroon";53225000;61,22;9,1;0,22;3,02;0,06;6,8;45,16;0,02;11,5;1,61;0,81;20,099;22,55;5;0,269;0,82;29;68;123;241;0,73;0;0,096;0,19;1,1
"797";"Peach";"Peach, dried";62116100;61,33;12,7;4,375;3,61;0,212;0,5;41,74;0,002;31,8;0,278;0,367;0,082;0,76;28;0,364;4,06;42;119;996;7;0,57;108;0,067;0,19;15,7
"798";"SNICKERS Bar";"SNICKERS Bar";91715100;61,51;38,5;3,6;7,53;0,13;7,8;50,47;0,06;5,55;7,875;3,014;9,069;23,85;93;0,27;0,72;72;190;323;239;2,5;46;0,09;1,5;1,9
"799";"Crunchy snacks";"Crunchy snacks, corn based, baby food";54360000;61,59;16,6;1,291;0;0,099;12,1;0;0,169;2,6;14,682;7,698;4,669;28,57;285;0,16;6,4;69;1044;214;500;3,57;39;0,258;8,57;9,8
"800";"Fudge";"Fudge, peanut butter, with nuts";91713060;61,63;23,2;3,435;7,84;0,111;2,7;55,99;0,073;6,3;8,147;8,025;5,384;22,97;47;0,269;0,74;60;139;217;138;1,05;31;0,168;2,43;0,7
"801";"Meat substitute";"Meat substitute, cereal- and vegetable protein-based, fried";59003000;61,87;27,8;3,688;11,28;0,138;49,8;0,5;0,303;17,58;2,326;3,011;1,035;7,04;60;0,361;4,03;152;296;368;282;2,41;0;0,315;1,4;8,6
"802";"Topping";"Topping, chocolate flavored hazelnut spread";91304090;62,36;17,6;0,427;5,41;0,17;3,6;54,05;0,085;1,07;0;0;28,423;29,73;108;0,469;4,38;64;152;407;41;1,06;1;0,082;4,96;1,9
"803";"Apricot";"Apricot, dried";62104100;62,64;13,9;2,589;3,39;0,074;2,2;53,44;0,015;30,89;0,074;0,074;0,017;0,51;55;0,343;2,66;32;71;1162;10;0,39;180;0,143;4,33;3,1
"804";"Honey-combed hard candy with peanut butter";"Honey-combed hard candy with peanut butter, chocolate covered";91718050;62,68;14,9;3,9;8,78;0,09;0,6;47,19;0,14;2,3;10,6;3,39;6,65;23,98;73;0,21;1,2;62;141;347;225;1,12;14;0,11;2,7;2,7
"805";"MARS Almond Bar";"MARS Almond Bar";91726150;62,7;37,1;0,945;8,1;0,312;1,6;52,1;0,041;4,5;10,693;3,98;7,268;23;168;0,25;1,1;72;234;325;170;1,11;15;0,06;7,75;10,9
"806";"Cake";"Cake, pound, with icing or filling";53116020;62,78;47,9;1,237;3,59;0,287;3,6;46,52;0,128;16,42;3,906;5,299;4,516;15,82;35;0,03;1,12;6;107;119;336;0,33;50;0,026;1,01;5,9
"807";"3 Musketeers Truffle Crisp Bar";"3 Musketeers Truffle Crisp Bar";91726425;63,15;36,6;0,306;6,41;0,239;3,6;57,69;0,089;0,18;5,536;1,091;19,23;28,85;150;0,391;1,88;50;165;296;63;1,83;46;0,028;0,6;5,8
"808";"Cake or cupcake";"Cake or cupcake, coconut, with icing or filling";53104400;63,2;6;1,063;4,4;0,189;10,7;57,39;0,128;20,7;3,692;2,162;3,897;10,3;90;0,067;1,16;12;70;99;284;0,33;12;0,029;0,12;4,1
"809";"Icing";"Icing, chocolate";91305010;63,2;6,9;0,119;1,1;0,017;0,8;57,7;0,013;17;9,02;2,226;5,526;17,6;8;0,2;1,42;21;79;196;183;0,29;0;0,005;1,56;0
"810";"Whatchamacallit";"Whatchamacallit";91703400;63,23;25;2,47;8,04;0,21;0,7;48,86;0,11;3,04;3,78;0,83;17,04;23,68;118;0,12;1,13;28;138;303;299;0,43;37;0,04;1,27;4,3
"811";"Cereal or granola bar (Kashi Chewy)";"Cereal or granola bar (Kashi Chewy)";53710800;63,42;48,4;0,68;16,67;0,151;11,3;42,31;0,135;9,23;2,558;1,228;3,227;7,69;103;0,382;1,62;321;255;429;321;1,4;17;0,095;0,81;3,6
"812";"Cookie";"Cookie, brownie, with icing or filling";53204100;63,55;8,4;0,915;2,94;0,113;3,5;47,22;0,133;15,31;8,993;2,242;4,885;16,95;18;0,212;1,83;26;90;173;234;0,5;10;0,02;0,86;3,2
"813";"Toffee";"Toffee, chocolate covered";91760100;63,73;3,1;0,13;3,13;0,1;0;59,89;0,02;1,57;9,714;1,191;18,78;30,37;30;0,04;0,57;10;61;153;317;0,17;61;0,022;0,58;8,6
"814";"Fig";"Fig, dried";62113100;63,9;15,8;0,619;3,3;0,082;0,6;47,9;0,085;30;0,159;0,345;0,144;0,92;162;0,287;2,03;68;67;680;10;0,66;0;0,106;0,36;15,6
